Broozteer,1535.265590847087
Darkarrival,1533.673997988678
Banshee,1521.901515012055
Mik,1518.6295622287496
ScrewxThexNexus,1508.962892667938
SubMantis,1500.393250953411
Joey_Sins,1500.0485316923061
Destroya777,1495.18437889766
Mitty6678,1490.889389029777
Fredt2,1490.6025804424253
GerhardSchröder,1490.2212512727094
13usta,1482.3375716571277
Shadowgirl,1469.7149259680568
5harki,1462.7164793350207
